Názov obce,GPS,Názov obce (google maps),Okres,GPS,Okres (google maps),Čas autom,Čas autom (sekundy),Vzdialenosť autom,Vzdialenosť autom (metre)
Závadka,"[48.87358982, 20.62386131]","Unnamed Road, 053 33 Závadka, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",45 mins,2674,36.2 km,36191
Žakarovce,"[48.88075468, 20.92853168]","Žakarovce 183, 055 71 Žakarovce, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",11 mins,683,8.9 km,8884
Hrišovce,"[48.95062587, 20.90739887]","Hrišovce 44, 053 51 Hrišovce, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",25 mins,1473,22.6 km,22640
Jaklovce,"[48.87600879, 21.00433611]","Potočná 540/18, 055 61 Jaklovce, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",12 mins,691,9.1 km,9066
Kluknava,"[48.92141928, 20.95516259]","Štefanská huta 716, 053 51 Kluknava, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",18 mins,1074,16.4 km,16436
Kojšov,"[48.80391152, 20.99702517]","Unnamed Road, 055 52 Kojšov, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",25 mins,1470,17.9 km,17896
Margecany,"[48.89955309, 21.01546062]","Olše 427/52, 055 01 Margecany, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",15 mins,891,12.2 km,12165
Mníšek nad Hnilcom,"[48.81251521, 20.80331182]","Mníšek nad Hnilcom 252, 055 64 Mníšek nad Hnilcom, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",15 mins,894,12.8 km,12753
Nálepkovo,"[48.8226905, 20.60103395]","3279, 053 33 Nálepkovo, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",35 mins,2117,33.3 km,33267
Prakovce,"[48.80312782, 20.88601045]","Unnamed Road, 055 62 Prakovce, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",10 mins,576,5.8 km,5839
Richnava,"[48.93186328, 20.91470459]","3270, 053 51 Hrišovce, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",21 mins,1277,20.3 km,20264
Smolnícka Huta,"[48.76153583, 20.79686105]","Unnamed Road, 055 65 Smolnícka Huta, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",24 mins,1419,18.6 km,18610
Smolník,"[48.72761281, 20.7089577]","Unnamed Road, 055 66 Smolník, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",29 mins,1741,26.1 km,26089
Stará Voda,"[48.80442218, 20.67598796]","Stará Voda 116, 053 34 Stará Voda, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",27 mins,1626,24.8 km,24770
Švedlár,"[48.80190843, 20.72134868]","Unnamed Road, 053 34 Švedlár, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",24 mins,1468,20.4 km,20391
Úhorná,"[48.70658371, 20.66221496]","549, 055 66 Úhorná, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",34 mins,2012,30.8 km,30761
Veľký Folkmar,"[48.84142377, 21.03070057]","547, 055 51 Veľký Folkmar, Slovakia",Gelnica,"[48.83172669, 20.93589311]","546, 056 01 Gelnica, Slovakia",15 mins,902,14.8 km,14829
Zemplínske Jastrabie,"[48.4985952, 21.77245917]","Hlavná 162/52, 076 05 Zemplínske Jastrabie, Slovakia",Trebišov,"[48.62714808, 21.73504256]","Unnamed Road, 075 01 Trebišov, Slovakia",26 mins,1581,22.1 km,22118
Zemplínsky Branč,"[48.546597, 21.70983561]","552, 076 02 Zemplínsky Branč, Slovakia",Trebišov,"[48.62714808, 21.73504256]","Unnamed Road, 075 01 Trebišov, Slovakia",18 mins,1062,15.0 km,15044
Košice-Kavečany,"[48.77871865, 21.20499252]","Nivky 120/3, 040 01 Košice-Kavečany, Slovakia",Košice I,Košice I,"Košice I, Slovakia",4 mins,230,1.1 km,1134
Košice-Ťahanovce,"[48.77181068, 21.25935403]","Unnamed Road, 040 13 Ťahanovce, Slovakia",Košice I,Košice I,"Košice I, Slovakia",19 mins,1153,9.9 km,9936
Košice-Sever,"[48.76465964, 21.18400637]","Čermeľské údolie, 040 01 Sever, Slovakia",Košice I,Košice I,"Košice I, Slovakia",18 mins,1076,12.2 km,12172
Košice-Staré Mesto,"[48.72529408, 21.25949387]","Štefánikova 988/40, 040 01 Košice, Slovakia",Košice I,Košice I,"Košice I, Slovakia",14 mins,815,8.4 km,8383
Košice-Sídlisko Ťahanovce,"[48.77127367, 21.2792822]","Unnamed Road, Budimír-Sídlisko Ťahanovce, Slovakia",Košice I,Košice I,"Košice I, Slovakia",19 mins,1143,12.7 km,12678
Košice-Džungľa,"[48.73935006, 21.26663908]","Prúdová 2506/4, 040 01 Košice, Slovakia",Košice I,Košice I,"Košice I, Slovakia",13 mins,808,8.2 km,8242
Bretka,"[48.49028822, 20.33522553]","Bretka 129, 980 46 Bretka, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",38 mins,2278,35.8 km,35762
Gemerská Panica,"[48.47326275, 20.3815032]","Gemerská Panica 319, 980 46 Gemerská Panica, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",34 mins,2010,33.5 km,33501
Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",1 min,0,1 m,0
Ardovo,"[48.52588075, 20.43339392]","Ardovo 83, 049 55 Ardovo, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",32 mins,1935,29.4 km,29354
Betliar,"[48.72220504, 20.52339335]","Unnamed Road, 049 21 Betliar, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",27 mins,1637,12.4 km,12450
Bohúňovo,"[48.51170751, 20.38886712]","Bohúňovo 49, 049 12 Bohúňovo, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",31 mins,1837,29.9 km,29856
Bôrka,"[48.6419755, 20.77947636]","Unnamed Road, 049 42 Bôrka, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",36 mins,2162,26.6 km,26586
Brdárka,"[48.76375166, 20.33786841]","3038, 049 34 Brdárka, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",39 mins,2342,32.5 km,32499
Čierna Lehota,"[48.73908116, 20.22452837]","Unnamed Road, 049 36 Čierna Lehota, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",51 mins,3079,33.3 km,33287
Čoltovo,"[48.49524935, 20.40268226]","Čoltovo 58, 049 12 Čoltovo, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",33 mins,1998,32.2 km,32154
Dedinky,"[48.86194702, 20.38090433]","3047, 049 73 Dedinky, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",45 mins,2704,38.7 km,38731
Dlhá Ves,"[48.50000193, 20.44575919]","Kostolná 236, 049 55 Dlhá Ves, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",34 mins,2020,32.0 km,32012
Dobšiná,"[48.83560969, 20.33535326]","Lányiho huta 1088, 049 25 Dobšiná-Lániho huta, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",43 mins,2584,32.1 km,32122
Drnava,"[48.65132676, 20.66409663]","049 42 Drnava, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",23 mins,1374,16.3 km,16334
Gemerská Hôrka,"[48.5431836, 20.3583298]","3005, 049 12 Gemerská Hôrka, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",33 mins,1953,29.5 km,29482
Gemerská Poloma,"[48.74866401, 20.49058169]","533, 049 22 Gemerská Poloma, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",22 mins,1322,15.9 km,15869
Gočaltovo,"[48.64074273, 20.32500597]","526, 049 32 Gočaltovo, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",31 mins,1861,24.1 km,24134
Gočovo,"[48.76258169, 20.43669984]","Unnamed Road, 049 24 Gočovo, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",32 mins,1925,22.1 km,22091
Hanková,"[48.75797501, 20.30017936]","Unnamed Road, 049 34 Hanková, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",43 mins,2559,32.5 km,32526
Henckovce,"[48.70803887, 20.43326141]","Unnamed Road, 049 23 Henckovce, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",26 mins,1540,17.0 km,16953
Honce,"[48.67241734, 20.40987342]","Honce 21, 049 32 Honce, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",24 mins,1452,15.1 km,15110
Hrhov,"[48.59538029, 20.75326434]","Unnamed Road, 049 44 Hrhov, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",30 mins,1823,26.2 km,26206
Hrušov,"[48.58715361, 20.6220432]","Unnamed Road, 049 43 Hrušov, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",36 mins,2147,26.8 km,26781
Jablonov nad Turňou,"[48.58924556, 20.67408986]","Jablonov nad Turňou 721, 049 43 Jablonov nad Turňou, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",29 mins,1765,21.6 km,21620
Kečovo,"[48.49321432, 20.48105026]","Kečovo 174, 049 55 Kečovo, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",40 mins,2426,38.3 km,38266
Kobeliarovo,"[48.74982836, 20.36828396]","049 23 Kobeliarovo, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",27 mins,1643,21.5 km,21474
Koceľovce,"[48.7154161, 20.34180818]","Unnamed Road, 049 35 Koceľovce, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",34 mins,2029,27.0 km,26976
Kováčová,"[48.64587166, 20.70034431]","Unnamed Road, 049 42 Kováčová, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",26 mins,1570,19.0 km,18950
Krásnohorská Dlhá Lúka,"[48.61885255, 20.57079574]","Krásnohorská Dlhá Lúka 116, 049 45 Krásnohorská Dlhá Lúka, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",23 mins,1396,15.9 km,15885
Krásnohorské Podhradie,"[48.65969932, 20.59973992]","Cintorínska 100, 049 41 Krásnohorské Podhradie, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",17 mins,1049,10.4 km,10437
Kunova Teplica,"[48.61222578, 20.38223076]","Kunova Teplica 118, 049 32 Kunova Teplica, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",31 mins,1835,23.6 km,23556
Lipovník,"[48.62173314, 20.62202956]","Unnamed Road, 049 42 Lipovník, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",22 mins,1348,14.0 km,13983
Lúčka,"[48.63856316, 20.72841829]","Lúčka 73, 049 42 Lúčka, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",31 mins,1832,22.3 km,22331
Markuška,"[48.73045197, 20.31357129]","Unnamed Road, Slavošovce, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",36 mins,2186,29.5 km,29529
Meliata,"[48.51602374, 20.33134035]","3007, 049 12 Meliata, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",36 mins,2163,32.1 km,32063
Nižná Slaná,"[48.72549467, 20.40756619]","Letná 8, 049 23 Nižná Slaná, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",23 mins,1370,17.2 km,17198
Ochtiná,"[48.67979863, 20.3114185]","Unnamed Road, 049 35 Ochtiná, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",38 mins,2263,24.9 km,24860
Pača,"[48.70615629, 20.62470285]","Unnamed Road, 049 41 Pača, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",27 mins,1645,16.7 km,16746
Pašková,"[48.58835295, 20.38434344]","Pašková 111, 049 32 Pašková, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",34 mins,2010,26.3 km,26255
Petrovo,"[48.7151426, 20.36975462]","Petrovo 22, 049 35 Petrovo, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",30 mins,1826,23.0 km,22970
Plešivec,"[48.5823976, 20.41720022]","Unnamed Road, 049 11 Plešivec, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",36 mins,2150,30.0 km,29962
Rakovnica,"[48.65757408, 20.45506108]","Rakovnica 259, 049 31 Rakovnica, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",20 mins,1196,10.8 km,10850
Rejdová,"[48.79611541, 20.24712987]","Unnamed Road, 049 26 Rejdová, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",49 mins,2940,38.0 km,38037
Rochovce,"[48.69996954, 20.29307788]","049 36 Rochovce, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",35 mins,2104,25.7 km,25697
Roštár,"[48.69645548, 20.36314076]","Roštár 34, 049 35 Roštár, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",28 mins,1685,23.2 km,23193
Rozložná,"[48.61715986, 20.33150871]","Rozložná 99, 049 32 Rozložná, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",33 mins,2000,23.9 km,23937
Rožňavské Bystré,"[48.67386569, 20.44127752]","Unnamed Road, 049 31 Rožňavské Bystré, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",22 mins,1325,13.1 km,13065
Rudná,"[48.66340516, 20.48423383]","Rudná 311, 048 01 Rudná, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",17 mins,1046,8.7 km,8708
Silica,"[48.56925116, 20.52855448]","Unnamed Road, 049 52 Silica, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",44 mins,2636,30.9 km,30856
Silická Brezová,"[48.53331515, 20.4883983]","Silická Brezová 61, 049 11 Silická Brezová, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",36 mins,2183,32.8 km,32768
Silická Jablonica,"[48.56621905, 20.59164311]","Unnamed Road, 049 43 Silická Jablonica, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",40 mins,2412,30.0 km,30001
Slavec,"[48.57902715, 20.46993976]","3021, 049 11 Slavec, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",21 mins,1284,18.4 km,18426
Slavoška,"[48.73599553, 20.33773538]","Unnamed Road, 049 34 Slavoška, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",37 mins,2193,29.8 km,29801
Slavošovce,"[48.72203217, 20.27461158]","Slavošovce 259, 049 36 Slavošovce, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",39 mins,2361,28.8 km,28842
Stratená,"[48.89448603, 20.34725017]","Unnamed Road, 049 71 Stratená, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",1 hour 1 min,3664,48.7 km,48736
Štítnik,"[48.66472823, 20.35929081]","587, 049 32 Štítnik, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",26 mins,1587,18.6 km,18579
Vlachovo,"[48.79222112, 20.42301411]","Unnamed Road, 049 24 Vlachovo, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",34 mins,2014,25.0 km,24953
Vyšná Slaná,"[48.7892408, 20.32666336]","3033, 049 26 Vyšná Slaná, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",34 mins,2041,30.4 km,30398
Brzotín,"[48.6260723, 20.4962404]","Gemerská 136, 049 51 Brzotín, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",20 mins,1172,12.8 km,12833
Čučma,"[48.71587253, 20.55505165]","Unnamed Road, 048 01 Čučma, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",14 mins,841,5.8 km,5805
Jovice,"[48.6221733, 20.53771453]","Mlynská 152, 049 45 Jovice, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",21 mins,1278,14.0 km,14042
Kružná,"[48.63750854, 20.463593]","Kružná 77, 049 51 Kružná, Slovakia",Rožňava,"[48.69128559, 20.55809201]","Unnamed Road, 048 01 Rožňava, Slovakia",23 mins,1376,15.0 km,15030
Borovce,"[48.5777467, 17.7302853]","Unnamed Road, 922 09 Borovce, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",14 mins,851,9.2 km,9155
Dolný Lopašov,"[48.58436968, 17.63957831]","922 04 Dolný Lopašov, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",22 mins,1298,18.3 km,18334
Drahovce,"[48.5285082, 17.79011697]","Staničná 955, 922 41 Drahovce, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",11 mins,668,9.2 km,9246
Dubovany,"[48.53305686, 17.71848867]","Dubovany 256, 922 08 Dubovany, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",17 mins,1029,13.2 km,13226
Chtelnica,"[48.57677865, 17.60548253]","Chtelnica 931, 922 05 Chtelnica, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",27 mins,1614,21.2 km,21157
Kočín-Lančár,"[48.60775513, 17.64269065]","Unnamed Road, 922 04 Kočín - Lančár, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",24 mins,1427,18.7 km,18744
Krakovany,"[48.6159208, 17.75033779]","Školská ulica 1/6, 922 02 Krakovany, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",10 mins,603,8.5 km,8521
Moravany nad Váhom,"[48.5993807, 17.87635851]","Unnamed Road, 922 21 Moravany nad Váhom, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",13 mins,791,7.7 km,7718
Nižná,"[48.52725716, 17.656014]","Nižná 110, 922 06 Nižná, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",25 mins,1498,22.7 km,22726
Ostrov,"[48.63519102, 17.7595575]","922 01 Ostrov, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",15 mins,885,9.3 km,9251
Pečeňady,"[48.48588534, 17.71800209]","504, 922 07 Pečeňady, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",22 mins,1303,19.3 km,19262
Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",1 min,0,1 m,0
Prašník,"[48.64875337, 17.66342758]","499, 922 11 Prašník, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",18 mins,1094,16.2 km,16170
Rakovice,"[48.56761898, 17.72083642]","Unnamed Road, Rakovice, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",15 mins,879,10.2 km,10160
Ratnovce,"[48.55501598, 17.84966706]","Ratnovce 294, 922 31 Ratnovce, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",11 mins,637,6.2 km,6168
Sokolovce,"[48.5325432, 17.84131279]","Školská 214, 922 31 Sokolovce, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",14 mins,836,9.1 km,9057
Trebatice,"[48.59452906, 17.74490668]","Orechová 316/4, 922 10 Trebatice, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",8 mins,457,6.0 km,6019
Veľké Kostoľany,"[48.50931622, 17.71407847]","Ľ. Štúra 450/54, 922 07 Veľké Kostoľany, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",21 mins,1284,17.5 km,17498
Veselé,"[48.55427492, 17.72316239]","Unnamed Road, 922 08 Veselé, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",18 mins,1101,12.4 km,12409
Vrbové,"[48.61778757, 17.7078687]","Unnamed Road, 922 03 Vrbové, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",19 mins,1112,12.0 km,11985
Šterusy,"[48.61100185, 17.6705167]","Unnamed Road, 922 03 Šterusy, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",21 mins,1258,15.5 km,15496
Veľké Orvište,"[48.6176958, 17.78974467]","Tálová 286, 922 01 Veľké Orvište, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",9 mins,533,5.8 km,5782
Hubina,"[48.60749887, 17.9258888]","922 21 Hubina, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",21 mins,1271,11.0 km,11041
Ducové,"[48.63065478, 17.86693818]","Ducové 91, 922 21 Ducové, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",13 mins,798,9.4 km,9356
Bašovce,"[48.63133843, 17.80735783]","E75, 922 01 Bašovce, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",6 mins,362,7.4 km,7421
Šípkové,"[48.6622159, 17.71606868]","Šípkové 173, 922 03 Šípkové, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",18 mins,1102,14.9 km,14857
Banka,"[48.57725032, 17.85975985]","Lyžiarska 4122/33, 921 01 Banka, Slovakia",Piešťany,"[48.5925833, 17.81239777]","Dopravná 3, 921 01 Piešťany, Slovakia",8 mins,498,4.7 km,4653
Nitra,"[48.30086558, 18.08622616]","Špitálska 2631/2, 949 01 Nitra, Slovakia",Nitra,"[48.30086558, 18.08622616]","Špitálska 2631/2, 949 01 Nitra, Slovakia",1 min,0,1 m,0
Alekšince,"[48.35557075, 17.95606275]","Unnamed Road, 951 22 Alekšince, Slovakia",Nitra,"[48.30086558, 18.08622616]","Špitálska 2631/2, 949 01 Nitra, Slovakia",20 mins,1175,13.1 km,13137
Báb,"[48.29958898, 17.87725237]","Unnamed Road, 951 34 Báb, Slovakia",Nitra,"[48.30086558, 18.08622616]","Špitálska 2631/2, 949 01 Nitra, Slovakia",18 mins,1050,20.6 km,20597
